age,race,sex,native-country,workclass,education,education-num,occupation,hours-per-week,fnlwgt,capital-gain,capital-loss,marital-status,relationship
31,4,1,5,4,12,5,10,34,17429,0,0,2,0
15,4,0,39,4,15,1,1,56,5961,0,0,4,1
27,4,0,6,4,5,10,7,34,11130,0,0,2,5
9,1,1,39,4,15,1,7,39,4240,0,0,4,1
29,4,1,39,4,6,11,12,28,1504,0,0,0,1
1,2,1,39,4,6,11,8,28,10506,0,0,4,3
21,0,1,39,6,11,15,3,6,6177,0,0,4,1
33,4,1,39,4,9,4,12,34,14801,0,0,5,1
1,4,1,39,0,11,15,0,12,21038,0,0,4,3
45,4,1,39,0,11,15,0,9,15356,0,0,2,0
15,4,1,39,4,15,1,10,31,2289,0,0,2,0
26,2,0,39,4,12,5,10,30,8705,0,0,6,4
23,4,1,39,6,9,4,4,39,634,0,0,2,0
42,4,1,39,4,15,1,12,45,19242,0,0,2,0
10,4,1,39,4,11,15,3,34,7753,0,0,2,0
38,4,0,39,4,11,15,1,34,19061,0,0,0,4
1,4,1,39,4,2,14,8,23,7079,0,0,4,3
38,4,1,39,4,0,12,8,34,2,0,0,4,1
18,4,1,39,2,12,5,10,34,1430,0,38,2,0
17,4,1,32,4,0,12,6,34,5031,0,0,2,0
16,4,0,39,4,9,4,12,34,8782,0,0,4,1
20,4,1,39,4,11,15,6,34,13495,0,0,0,1
42,4,1,39,4,15,1,11,51,4575,0,0,2,0
30,4,1,39,4,9,4,4,56,3820,0,69,2,0
11,2,0,39,4,2,14,12,34,14412,0,0,4,4
5,4,1,39,4,15,1,14,17,18134,0,0,4,3
21,4,1,39,4,15,1,12,50,12021,0,0,2,0
53,4,0,39,0,15,1,0,17,21156,0,0,6,1
31,4,0,39,4,7,3,10,23,15285,0,0,2,5
38,4,0,39,4,11,15,1,39,21143,0,0,4,1
10,4,1,39,4,15,1,6,23,6721,0,0,2,0
4,4,0,39,4,15,1,12,34,10897,0,0,4,3
22,4,1,39,4,11,15,1,39,9528,0,0,4,1
38,4,1,39,1,15,1,1,34,1120,0,0,4,4
32,4,1,39,4,15,1,1,34,2714,0,0,2,0
46,2,1,39,4,6,11,5,34,19997,0,0,5,1
41,2,0,39,2,15,1,1,50,14541,0,0,2,5
15,4,0,39,4,11,15,1,34,522,0,0,5,4
19,4,1,39,0,11,15,0,34,11224,0,0,2,0
22,4,1,39,4,6,11,6,34,18530,0,0,2,0
25,4,1,39,4,8,2,4,50,6224,19,0,2,0
10,1,1,39,4,14,6,10,34,4129,0,0,4,3
32,4,1,4,4,9,4,14,23,17875,0,0,3,4
26,4,1,39,4,12,5,10,39,16499,0,0,2,0
38,4,1,39,4,10,7,10,34,385,0,0,2,0
26,3,1,39,2,11,15,4,34,16502,0,38,2,0
30,4,1,39,4,12,5,4,50,4319,118,0,2,0
30,4,0,39,6,15,1,8,47,12893,0,0,2,5
9,2,1,39,4,11,15,6,42,20295,0,0,4,3
18,4,0,39,0,15,1,0,34,16877,0,0,4,3
37,4,1,39,1,11,15,4,34,20324,94,0,2,0
36,4,0,39,4,7,3,1,42,18714,0,0,0,4
34,4,1,39,6,9,4,13,39,5585,0,0,2,0
46,4,0,39,4,11,15,8,34,6063,0,0,0,1
2,4,1,39,4,15,1,8,22,11757,0,0,4,3
3,2,1,39,1,15,1,11,34,16554,0,0,4,3
41,4,1,39,4,1,13,14,45,12582,0,0,2,0
13,4,1,39,4,12,5,4,56,16278,19,0,2,0
31,4,1,9,6,12,5,12,45,10503,0,0,2,0
12,4,1,26,4,15,1,4,66,18056,67,0,2,0
63,4,1,39,6,5,10,5,12,13373,0,0,4,4
8,4,0,39,4,15,1,1,34,20312,0,0,2,5
7,4,1,39,4,11,15,12,39,9470,0,0,4,4
13,4,1,39,4,15,1,10,64,11668,0,0,2,0
29,4,1,39,4,15,1,4,45,20210,0,0,2,0
12,4,0,39,2,9,4,13,36,4074,0,0,4,1
18,4,1,39,4,11,15,12,45,1017,0,0,2,0
23,4,1,39,2,11,15,4,34,3041,0,0,2,0
6,4,0,39,4,9,4,10,7,15887,0,0,4,1
65,4,1,39,6,11,15,5,12,20150,0,0,2,0
14,4,0,39,4,8,2,6,34,7927,0,0,0,4
11,4,1,39,4,11,15,3,34,9876,0,0,4,3
24,4,0,39,4,15,1,12,42,21219,0,0,0,4
25,4,1,39,6,14,6,10,34,15718,108,0,0,4
37,4,0,39,4,15,1,4,34,11971,0,0,5,1
4,4,1,39,6,8,2,5,92,14945,0,0,4,3
34,4,1,39,4,8,2,12,34,1749,0,0,2,0
26,4,1,39,4,15,1,3,34,12649,0,39,2,0
2,4,1,39,4,15,1,8,23,10827,0,0,4,3
36,4,0,39,5,15,1,12,56,10646,0,0,6,1
19,4,1,39,5,15,1,11,56,12546,0,0,2,0
50,4,1,39,2,9,4,10,1,9295,0,0,2,0
25,2,1,39,4,15,1,14,39,17873,110,0,2,0
19,4,0,39,4,11,15,3,34,5226,0,0,0,1
38,4,1,39,4,11,15,7,34,2115,0,0,2,0
11,4,1,39,4,7,3,14,56,7569,0,0,4,3
17,4,1,8,2,11,15,10,34,11382,0,0,2,0
14,4,1,39,4,7,3,10,22,4707,0,0,4,3
63,4,1,39,0,7,3,0,33,13993,0,0,2,0
10,4,1,39,4,9,4,13,39,8686,0,0,4,1
27,4,0,39,4,15,1,1,34,16049,0,0,0,1
22,4,0,39,2,8,2,1,30,18377,0,0,2,5
16,1,1,24,4,14,6,4,61,20188,0,0,2,0
27,4,1,39,4,9,4,4,39,6224,0,0,2,0
12,4,1,39,4,8,2,3,45,11146,0,0,4,1
23,4,1,39,4,9,4,10,45,119,0,0,2,0
45,4,1,39,0,11,15,0,34,6532,0,0,2,0
29,4,1,39,4,9,4,8,34,18545,0,0,4,1
9,4,0,39,4,9,4,10,34,8008,0,0,4,3
44,4,1,39,4,11,15,3,12,6626,0,47,2,0
14,4,1,39,1,12,5,4,56,2480,110,0,2,0
11,4,1,39,4,11,15,12,34,19913,0,0,2,0
14,4,1,39,4,11,15,7,34,19653,0,0,2,0
26,4,1,39,4,12,5,10,50,5995,0,0,2,0
41,0,1,39,0,3,8,0,34,21478,0,0,3,4
35,4,0,39,4,11,15,1,31,9706,0,30,0,4
7,4,1,39,4,11,15,3,39,10818,0,0,2,0
22,4,1,39,4,11,15,7,34,2356,0,38,2,0
25,4,1,39,4,15,1,12,45,17542,0,0,0,1
15,4,1,39,4,7,3,7,58,21187,0,0,2,0
4,4,0,39,4,15,1,12,20,9987,0,32,4,3
34,4,1,39,2,12,5,10,75,687,0,0,2,0
8,2,1,39,4,15,1,8,31,11713,0,0,0,3
5,4,0,39,4,15,1,12,6,9273,0,0,4,3
35,2,0,39,0,2,14,0,34,21028,0,0,2,5
43,4,1,39,0,15,1,0,3,13386,0,0,2,0
23,4,1,39,6,7,3,5,45,5662,0,0,2,0
13,2,1,39,5,15,1,3,66,6493,0,0,2,0
14,4,1,39,4,1,13,7,34,1579,0,0,2,0
2,4,1,39,4,15,1,8,5,12537,0,0,4,3
28,4,1,39,4,11,15,7,47,5843,0,0,2,0
31,4,1,39,5,15,1,5,39,20947,0,0,0,1
1,4,0,39,4,1,13,1,44,18152,0,0,4,3
34,4,1,39,5,9,4,4,17,11339,0,0,2,0
5,4,1,39,4,15,1,4,28,11153,0,0,4,1
29,3,1,39,4,7,3,14,29,9923,0,0,2,0
4,2,1,39,4,11,15,6,34,10070,34,0,4,2
42,4,1,39,4,15,1,1,34,4118,65,0,5,2
15,4,1,39,4,9,4,4,56,9539,0,0,2,0
3,2,0,39,4,15,1,12,23,7108,0,0,4,4
27,1,0,40,4,3,8,8,34,19140,0,0,2,5
39,4,1,39,1,9,4,1,34,15450,0,0,0,1
15,4,0,39,4,8,2,13,56,13347,0,0,4,4
11,4,1,39,2,11,15,14,39,15943,0,0,5,3
25,2,1,39,5,9,4,3,56,4787,0,0,2,0
7,4,1,39,0,11,15,0,34,695,0,0,4,3
35,4,1,39,4,9,4,10,34,14562,0,0,2,0
28,4,1,39,6,9,4,12,56,15322,54,0,2,0
29,4,1,39,7,14,6,4,34,12507,19,0,2,0
1,4,1,39,4,1,13,3,44,16956,0,0,4,3
6,4,1,39,4,9,4,12,42,4842,0,0,4,1
53,4,1,39,4,11,15,12,34,5964,0,0,2,0
23,4,0,39,7,9,4,4,12,15389,0,0,2,5
18,4,1,26,4,5,10,13,34,8392,0,0,2,0
3,4,0,39,4,15,1,8,23,16427,0,0,4,1
19,4,1,39,2,12,5,10,45,1226,0,0,2,0
27,4,1,39,2,9,4,10,34,9259,0,0,2,0
29,4,0,39,2,12,5,10,50,3143,113,0,0,1
9,4,1,39,4,11,15,8,17,640,0,0,4,4
33,4,1,39,4,15,1,3,34,3110,0,0,2,0
36,4,1,39,4,11,15,12,34,17010,0,0,2,0
36,4,1,39,4,2,14,5,34,1785,0,0,0,3
21,4,0,39,4,11,15,12,34,15996,0,0,0,4
23,4,1,26,4,13,0,8,34,19475,0,24,2,0
5,2,1,39,1,15,1,1,12,19508,0,0,4,3
15,4,1,39,4,12,5,10,34,15278,0,0,2,0
8,4,1,39,4,15,1,1,34,1530,0,0,2,0
17,2,0,23,4,0,12,8,34,968,0,0,4,4
34,4,1,39,5,15,1,4,45,12996,0,0,2,0
24,4,1,39,4,11,15,4,34,1501,0,8,2,0
40,4,1,39,4,11,15,4,45,15451,0,0,2,0
20,4,1,39,6,1,13,14,34,8761,0,0,2,0
18,4,1,39,4,9,4,4,34,7686,0,0,2,0
30,4,1,39,1,9,4,10,45,8550,0,0,2,0
8,4,0,29,4,7,3,12,34,2506,0,0,4,3
51,4,0,39,4,15,1,12,34,3565,0,0,0,1
32,4,1,39,4,12,5,10,37,2014,0,0,2,0
15,2,1,39,4,6,11,5,34,2048,0,0,2,0
27,4,1,0,4,9,4,1,3,3445,0,0,0,1
7,4,0,26,4,15,1,7,16,20930,0,0,4,1
8,4,0,39,2,9,4,10,34,8042,0,0,4,3
29,4,0,39,2,8,2,4,29,13333,0,0,0,1
20,4,0,39,4,9,4,4,34,247,0,36,2,5
45,4,0,39,6,5,10,5,28,13367,0,0,6,2
4,4,0,39,4,1,13,1,34,19817,0,0,4,2
5,4,1,39,4,15,1,1,34,11889,0,0,4,2
33,4,1,39,5,15,1,12,34,19177,0,8,2,0
1,4,0,39,4,1,13,12,34,10430,0,0,4,3
30,4,1,39,7,15,1,8,31,9453,0,0,2,0
7,4,0,39,4,11,15,1,25,7370,0,0,0,1
30,4,1,39,6,15,1,5,56,15883,0,0,4,1
17,4,0,39,4,9,4,12,34,11042,0,0,0,1
7,4,0,39,4,11,15,12,50,243,0,0,4,3
26,4,1,39,6,11,15,5,23,13788,0,0,2,0
28,4,1,39,4,11,15,14,39,18471,0,0,2,0
43,4,1,39,4,1,13,3,34,6692,0,0,2,0
51,4,1,39,6,11,15,3,6,1890,0,0,2,0
32,4,1,39,6,9,4,10,56,16631,0,0,2,0
33,4,0,39,4,12,5,10,28,21610,0,0,0,1
28,4,1,39,4,11,15,5,38,7538,0,62,0,1
32,4,1,39,4,11,15,12,34,19925,92,0,2,0
20,4,1,39,6,12,5,4,56,16166,0,0,4,1
24,4,0,26,4,15,1,1,34,9969,0,0,4,1
17,4,1,39,4,15,1,4,34,2275,0,0,2,0
13,4,1,39,2,9,4,10,34,5472,0,0,2,0
9,4,1,39,4,11,15,8,34,19224,0,0,4,3
2,4,0,39,4,15,1,8,34,14273,0,0,4,1
15,4,1,39,4,11,15,14,34,9166,0,0,2,3
24,4,1,39,4,11,15,3,47,14668,0,0,2,0
22,4,1,39,4,8,2,3,34,16888,110,0,2,0
23,4,1,39,4,15,1,4,45,12931,0,0,4,1
8,4,1,39,4,15,1,10,34,21496,0,0,4,3
33,4,1,39,4,9,4,12,28,15170,0,0,2,0
9,4,0,39,4,11,15,8,23,18746,0,0,2,5
25,3,1,20,6,9,4,4,23,2229,0,0,0,1
6,2,0,39,4,15,1,12,12,13131,0,0,4,1
28,4,1,39,4,8,2,10,34,12939,0,0,2,0
12,2,0,39,4,11,15,8,47,16868,0,0,4,2
26,4,1,39,2,11,15,11,39,4765,0,0,2,0
27,4,1,39,4,15,1,1,34,3669,15,0,0,3
36,4,1,39,7,10,7,10,45,11216,0,0,2,0
20,2,0,39,4,11,15,8,23,11416,0,0,0,4
7,2,0,39,4,11,15,7,34,6154,0,0,4,4
15,4,1,39,4,11,15,3,42,4042,0,0,2,0
10,2,1,39,4,11,15,7,34,10278,0,0,4,3
16,4,1,39,4,2,14,4,34,21107,0,0,0,1
19,4,1,39,5,7,3,10,66,220,0,0,2,0
0,4,0,39,4,11,15,4,28,11956,0,0,4,3
26,4,1,39,5,14,6,4,34,19745,118,0,2,0
30,4,1,39,4,9,4,5,61,10752,0,0,2,0
40,4,1,39,4,5,10,12,45,11043,0,0,2,0
14,4,1,39,7,13,0,8,16,20432,0,0,4,1
24,4,0,39,4,9,4,4,34,19573,0,0,2,5
49,4,1,39,0,6,11,0,34,20007,0,0,2,0
12,1,1,30,4,11,15,8,17,20638,0,0,2,3
9,4,0,39,0,9,4,0,34,17184,0,42,2,5
26,4,1,39,4,11,15,12,34,10932,0,0,2,0
28,4,1,39,4,9,4,10,45,15917,0,0,2,0
24,4,1,39,4,15,1,3,34,18701,0,0,2,0
40,1,1,39,6,11,15,5,34,20511,0,0,2,0
36,4,1,39,1,9,4,10,34,4313,0,0,2,0
10,4,1,39,4,15,1,12,14,8985,0,0,4,3
44,4,0,39,2,11,15,10,34,12973,0,0,6,1
57,4,0,39,4,11,15,6,7,4776,0,0,0,1
12,4,0,39,4,9,4,1,28,13035,0,0,4,1
28,4,1,39,6,14,6,10,23,3868,0,0,4,1
44,4,1,39,6,11,15,12,48,13380,0,0,2,0
37,2,1,39,4,11,15,3,34,11201,0,0,2,0
1,4,1,39,5,11,15,14,56,5986,0,0,4,3
9,4,1,39,6,11,15,3,34,11373,0,0,2,0
25,4,1,39,4,15,1,3,34,12451,110,0,2,0
11,4,1,39,6,11,15,8,34,1705,0,0,4,1
11,3,1,26,4,11,15,8,42,7472,0,0,4,2
17,4,1,39,2,9,4,10,56,2874,0,0,2,0
32,4,1,39,4,10,7,12,56,11764,0,0,2,0
19,4,1,39,4,15,1,3,34,16013,0,38,2,0
9,4,1,39,4,11,15,3,56,1591,0,0,2,0
13,4,1,39,2,9,4,10,34,18475,0,0,2,0
22,4,1,39,4,11,15,6,34,927,0,0,2,0
14,4,1,0,2,9,4,10,34,4372,0,0,4,2
24,4,1,39,7,12,5,10,56,564,107,0,2,0
47,4,0,39,0,5,10,0,33,5564,0,0,6,1
36,4,0,39,4,11,15,8,34,15187,0,0,0,1
9,4,1,39,4,9,4,10,34,9967,0,0,4,3
23,4,1,39,4,15,1,7,45,2613,83,0,2,0
24,4,1,39,1,11,15,1,34,8223,0,0,4,3
44,4,0,39,0,15,1,0,34,9271,0,0,0,1
15,4,0,39,4,11,15,10,34,1195,0,0,0,3
37,4,0,39,4,15,1,8,41,18656,0,0,0,1
51,4,0,39,0,11,15,0,17,11190,0,0,2,5
8,4,1,39,4,11,15,6,34,13305,0,0,2,0
7,4,1,39,7,15,1,8,34,15693,0,0,4,1
0,4,0,39,4,0,12,12,16,15136,0,0,4,4
50,4,1,39,7,5,10,14,28,13009,0,0,2,0
34,4,0,39,4,15,1,4,29,4532,0,0,0,1
31,4,1,39,4,7,3,4,34,2388,0,0,2,0
31,4,1,39,5,9,4,5,66,3837,0,0,2,0
33,4,0,39,4,11,15,7,34,16438,0,0,0,1
8,4,1,39,4,9,4,13,56,7734,0,0,4,1
28,4,0,39,4,8,2,10,25,4354,0,0,0,1
15,4,0,39,4,9,4,1,34,18680,0,0,4,1
11,4,1,39,4,11,15,7,39,13,0,0,4,3
22,4,1,39,4,15,1,7,34,6243,0,0,2,0
26,4,0,39,4,11,15,1,53,21578,0,0,0,4
17,4,1,39,4,11,15,7,34,13164,0,0,2,0
15,4,1,39,6,9,4,10,34,1003,110,0,2,0
12,4,1,26,4,11,15,1,34,12277,0,0,4,2
46,4,1,39,7,15,1,1,34,10367,0,29,2,0
40,4,1,39,4,11,15,3,34,15370,0,0,2,0
9,3,0,0,4,5,10,8,23,13009,0,0,4,4
37,4,1,39,2,12,5,10,45,10913,0,0,2,0
33,4,0,39,4,9,4,4,12,183,0,69,2,5
11,4,1,39,7,14,6,10,85,14670,0,0,4,1
35,4,1,39,4,11,15,12,56,6055,0,0,2,0
8,4,1,39,4,11,15,3,34,4697,0,0,0,1
31,4,1,39,4,11,15,14,34,18083,0,0,2,0
49,2,0,39,0,1,13,0,34,16855,0,0,6,1
1,4,0,39,4,11,15,1,34,13034,0,0,4,1
19,2,0,39,4,11,15,12,34,18512,0,0,5,4
29,4,0,39,6,10,7,10,39,5163,0,0,4,1
11,2,1,39,0,11,15,0,34,19685,0,0,4,3
13,4,0,39,4,11,15,1,34,3699,0,0,3,1
7,4,1,39,4,11,15,7,34,20663,0,0,5,1
35,4,1,39,4,9,4,4,45,12797,0,0,2,0
28,2,0,39,4,9,4,1,34,3982,0,0,4,1
19,4,1,39,4,11,15,13,45,598,0,0,2,0
23,4,1,39,4,11,15,14,39,8455,0,0,0,4
40,4,1,39,6,10,7,12,34,18059,0,39,2,0
4,4,0,39,4,15,1,13,84,17573,0,25,4,3
3,3,1,39,0,2,14,0,34,17156,0,17,4,1
23,4,0,39,4,11,15,1,34,15384,0,0,3,4
16,4,1,39,6,15,1,4,39,8439,0,0,2,0
1,4,0,39,4,2,14,12,12,17130,0,0,4,3
12,4,1,0,4,4,9,7,34,1033,0,0,2,0
11,4,1,39,4,9,4,10,45,12554,0,0,2,0
25,2,0,39,7,15,1,1,34,4925,0,0,0,4
9,4,0,39,4,11,15,1,34,7692,0,0,0,3
16,4,1,39,4,9,4,4,34,7579,0,0,2,0
30,4,1,39,4,4,9,7,12,20947,0,0,4,3
16,4,1,39,4,11,15,1,34,21452,0,0,4,3
29,4,1,39,4,15,1,3,38,5081,0,0,2,0
25,4,1,39,4,11,15,4,34,4092,0,0,0,3
18,4,1,39,4,11,15,5,28,18873,0,0,2,0
16,4,1,39,4,11,15,11,42,2701,110,0,2,0
19,4,0,39,4,9,4,10,38,8327,0,0,6,4
48,4,1,39,0,5,10,0,12,17205,0,0,2,0
35,4,1,39,4,11,15,7,34,3650,0,0,2,0
55,4,1,39,0,14,6,0,34,720,0,0,2,0
19,4,0,39,4,8,2,1,34,18138,0,0,0,4
16,4,0,39,4,11,15,1,35,1546,0,0,4,1
19,4,1,39,4,15,1,7,34,3025,0,0,4,3
8,4,1,39,4,7,3,6,18,18181,0,0,4,3
1,4,1,39,4,0,12,7,34,17359,0,0,4,3
8,4,1,39,7,9,4,11,34,6239,0,0,4,3
11,2,0,39,4,6,11,11,34,7820,0,0,2,5
13,1,0,39,4,11,15,12,34,19818,0,0,2,3
32,4,0,39,2,12,5,10,75,16375,0,0,4,1
22,1,1,30,4,12,5,10,34,20188,0,0,2,0
10,4,1,39,4,15,1,3,34,13850,0,0,4,1
39,4,0,39,0,0,12,0,34,1667,0,0,0,1
20,4,1,39,4,8,2,1,34,5757,0,0,2,0
19,4,1,39,4,15,1,7,42,10453,0,0,2,0
21,4,0,39,4,9,4,10,45,2738,0,0,0,1
9,4,1,39,4,11,15,11,34,16087,0,0,2,0
31,4,0,39,4,11,15,4,45,7220,0,0,4,1
11,4,1,39,4,9,4,4,45,3328,0,0,4,1
12,4,0,39,4,9,4,10,45,14219,0,0,2,5
32,4,0,39,4,11,15,1,34,371,0,0,0,1
4,4,0,39,4,15,1,12,12,17820,0,0,4,3
23,4,0,39,4,15,1,4,34,9670,0,0,4,4
12,4,1,39,4,15,1,6,34,5066,0,0,4,2
5,4,1,39,7,7,3,1,34,18778,0,0,4,1
10,4,1,39,4,11,15,3,39,13853,0,0,2,0
38,4,1,39,6,14,6,10,50,15106,0,0,6,1
21,4,0,39,4,11,15,14,34,19648,0,0,4,1
19,4,1,39,7,9,4,11,50,6593,107,0,2,0
42,4,1,20,4,12,5,13,34,19620,0,0,2,0
14,2,0,0,4,11,15,8,34,7784,0,0,4,2
10,4,1,26,4,11,15,5,34,17444,0,0,4,2
23,4,0,39,1,8,2,10,61,20453,0,0,2,5
26,4,1,39,4,8,2,12,34,16294,0,0,2,0
27,4,1,39,5,9,4,3,45,20060,0,0,2,0
8,4,1,39,4,11,15,7,34,6965,0,0,4,3
1,4,1,39,4,11,15,7,34,12869,0,0,4,1
0,4,0,39,0,0,12,0,12,5719,0,0,4,3
17,1,0,24,4,15,1,1,28,3403,0,0,4,1
11,4,0,39,4,11,15,6,34,5676,0,0,4,3
18,4,1,39,4,11,15,8,23,2420,0,0,4,1
9,4,0,39,7,9,4,1,75,15738,0,0,4,1
3,4,0,39,0,15,1,0,9,20172,0,0,4,3
20,4,0,39,4,15,1,12,34,3175,0,0,2,5
5,1,0,35,0,15,1,0,6,3818,0,0,4,3
27,4,1,39,4,9,4,3,45,20980,0,0,2,0
5,4,0,39,4,15,1,12,8,8827,0,0,4,1
25,4,0,39,4,9,4,4,50,5605,0,0,0,1
2,4,1,39,4,15,1,6,17,7038,0,0,4,3
22,4,1,39,4,1,13,14,34,18164,0,0,2,0
40,2,1,39,1,14,6,4,50,19744,0,0,0,1
29,4,1,39,4,14,6,4,45,7359,0,0,4,1
21,2,1,39,2,14,6,10,34,4782,0,0,2,0
27,4,1,39,4,9,4,4,39,9069,19,0,2,0
14,1,1,39,1,7,3,12,34,16580,0,0,2,0
23,4,1,39,4,15,1,7,34,17431,0,0,2,0
19,4,0,39,0,11,15,0,23,7444,0,0,5,1
13,4,1,39,4,15,1,6,50,15173,0,0,4,1
35,4,1,39,4,9,4,10,31,1511,0,0,4,1
44,4,1,39,4,9,4,10,34,6768,0,36,2,0
22,4,1,39,4,15,1,4,45,2654,0,0,2,0
41,2,1,39,2,12,5,10,23,15192,110,0,2,0
42,4,0,39,0,11,15,0,28,3737,0,0,6,1
54,4,1,39,6,5,10,5,1,20484,0,0,2,0
30,4,0,39,4,7,3,1,34,4601,0,0,4,1
15,2,1,39,0,11,15,0,34,21497,0,0,0,4
29,4,1,39,6,15,1,4,34,131,63,0,2,0
6,4,0,39,0,11,15,0,23,18515,0,0,2,3
11,2,0,39,4,11,15,8,15,21054,0,0,2,5
35,4,1,39,2,9,4,11,34,6120,0,0,2,0
24,1,0,30,4,15,1,13,34,14435,0,0,4,4
33,4,1,39,4,11,15,4,34,209,0,39,2,0
9,4,1,39,4,15,1,5,34,14367,0,0,5,3
14,4,1,39,4,9,4,4,45,9362,0,0,4,1
37,4,1,39,4,11,15,3,42,6549,0,0,2,0
5,4,0,39,4,9,4,4,23,16612,0,0,4,3
21,4,1,39,6,15,1,12,56,11834,0,0,4,1
2,4,0,39,0,15,1,0,34,5185,0,0,4,3
45,4,1,39,4,15,1,12,34,12672,0,0,2,0
13,4,1,39,5,15,1,4,29,9329,0,0,2,0
2,4,0,39,4,11,15,12,17,14465,0,0,2,2
47,4,0,10,4,11,15,12,45,19696,113,0,6,1
44,4,1,39,0,10,7,0,17,121,0,0,2,0
41,4,0,6,4,11,15,8,34,9157,0,0,5,4
9,4,0,39,4,9,4,4,50,7196,0,0,2,5
0,4,0,39,0,0,12,0,6,12761,0,0,4,3
9,4,1,39,4,15,1,3,34,15194,0,0,4,1
20,1,0,30,4,11,15,7,34,10132,0,0,0,1
3,4,0,39,4,15,1,1,17,4453,0,0,4,3
28,4,1,39,4,9,4,13,34,18912,0,0,4,3
19,4,1,39,7,14,6,10,34,20999,0,0,4,1
23,4,0,39,6,14,6,8,28,15964,0,65,0,1
19,4,1,39,4,9,4,6,23,3229,0,0,0,1
5,4,0,39,4,11,15,1,34,1767,0,0,6,3
24,4,1,39,4,7,3,10,56,14252,19,0,2,0
0,4,0,39,4,1,13,9,3,3245,0,0,4,3
28,4,1,39,4,11,15,3,34,15875,0,0,2,0
19,4,1,22,4,11,15,3,34,19988,92,0,2,0
21,1,1,39,4,15,1,3,34,17765,0,0,2,0
72,4,1,39,0,11,15,0,34,15290,0,0,2,0
15,4,1,39,5,11,15,3,34,13964,0,0,4,1
41,4,1,39,4,15,1,12,42,20826,0,0,2,0
29,4,1,39,4,15,1,5,34,6200,0,0,2,0
31,2,0,39,4,15,1,8,34,9650,0,0,4,4
9,4,1,39,4,7,3,8,34,18335,0,0,4,1
23,4,1,39,2,8,2,11,34,3250,0,0,2,0
11,4,0,39,4,11,15,8,47,7905,0,30,0,1
17,4,1,39,5,9,4,4,50,16402,110,0,2,0
19,1,1,0,4,2,14,14,39,2944,0,0,4,1
43,4,1,39,7,10,7,10,50,5171,0,0,2,0
4,4,1,39,4,15,1,1,23,8663,0,0,4,3
20,4,1,39,1,15,1,10,34,7424,0,0,2,0
1,4,0,39,4,1,13,8,12,11933,0,0,4,3
35,4,1,39,4,2,14,3,34,5639,0,0,2,0
26,4,1,39,4,11,15,3,93,13243,0,39,2,0
17,4,1,39,4,11,15,12,61,164,0,0,2,0
14,4,1,39,4,0,12,14,34,6881,0,0,5,4
44,2,0,39,1,11,15,1,12,6758,0,0,0,3
26,4,1,39,4,11,15,1,34,417,0,0,2,0
17,4,1,39,5,11,15,5,50,4208,0,0,4,3
19,4,0,39,4,15,1,1,34,20310,0,0,0,4
34,4,1,39,4,9,4,4,56,14336,0,0,2,0
24,1,1,30,4,9,4,1,28,5277,62,0,2,0
30,4,0,28,4,15,1,14,17,6642,0,0,6,4
43,4,1,39,4,11,15,1,34,17616,0,0,2,0
44,4,0,39,4,3,8,6,34,19946,0,0,6,1
55,4,1,39,0,1,13,0,34,20658,0,0,2,0
17,4,1,39,5,15,1,12,70,4215,0,0,4,1
26,4,1,39,6,15,1,5,93,4930,0,0,2,0
20,4,1,39,4,11,15,3,45,12731,0,0,5,1
33,4,1,39,4,15,1,12,34,629,0,0,2,0
17,4,1,39,4,9,4,4,34,17505,0,0,2,0
8,4,1,39,2,8,2,11,23,6239,0,0,4,3
33,4,1,39,4,12,5,4,45,6238,0,0,2,0
25,4,0,39,4,15,1,10,29,3680,0,0,2,5
13,2,0,39,4,15,1,1,34,3711,0,0,0,4
28,4,0,39,2,11,15,1,28,11516,0,0,0,4
14,4,0,39,0,15,1,0,1,12924,0,0,2,5
41,4,0,39,4,5,10,6,26,8101,0,0,4,1
13,4,1,39,4,15,1,6,25,17353,0,0,2,0
22,4,0,39,4,11,15,1,34,7957,0,0,0,4
5,4,0,39,4,9,4,1,23,9478,2,0,4,3
13,4,1,39,4,11,15,14,66,16473,62,0,2,0
27,2,1,39,4,15,1,8,50,3383,0,0,4,1
3,4,1,39,0,7,3,0,12,7694,0,0,4,1
5,4,1,39,7,15,1,8,39,2103,0,0,4,3
26,2,0,39,4,9,4,12,28,5529,0,0,4,4
16,4,1,39,4,7,3,11,34,15905,0,0,2,0
7,4,0,39,4,11,15,7,16,13961,0,0,2,5
45,4,1,39,0,11,15,0,34,7378,0,0,4,1
47,4,1,39,0,15,1,0,33,16275,0,0,6,1
39,4,1,39,4,6,11,12,34,18388,0,0,2,0
2,4,0,39,4,15,1,12,12,8262,0,0,4,3
18,4,1,39,6,8,2,5,61,3683,0,0,4,3
12,4,1,39,4,15,1,4,42,19001,0,0,2,0
34,4,1,39,6,11,15,14,45,9311,0,0,2,0
26,4,0,39,4,8,2,12,39,5718,0,0,5,4
23,4,1,39,4,11,15,6,34,15200,0,0,2,0
16,4,1,39,4,11,15,3,34,19676,67,0,2,0
7,4,1,39,4,11,15,8,23,10721,0,0,4,2
45,4,1,39,4,15,1,3,39,5671,0,0,2,0
24,4,0,39,4,11,15,1,34,7284,0,0,5,4
39,2,0,39,4,11,15,13,34,2820,0,0,0,1
5,4,1,39,4,11,15,3,45,5934,0,0,4,1
